SYMBOL,SECTOR,LISTED IN,LDCP,OPEN,HIGH,LOW,CURRENT,CHANGE,CHANGE (%),VOLUME
ALNRS,826,"ALLSHR,KMIALLSHR",135.17,131.0,143.99,125.51,138.07,2.9,0.0215,494
JSGCL,813,ALLSHR,168.36,168.36,168.36,160.0,160.62,-7.74,-0.046,465
IDSM,830,"ALLSHR,KMIALLSHR",50.33,50.33,54.98,47.41,50.33,0.0,0.0,460
JDWS,826,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",946.03,910.01,959.0,910.01,941.65,-4.38,-0.0046,430
KHYT,829,"ALLSHR,KMIALLSHR",1724.06,1896.47,1896.47,1561.02,1793.35,69.29,0.0402,422
SCL,810,"ALLSHR,KMIALLSHR",753.15,752.0,828.0,752.0,790.1,36.95,0.0491,406
KCL,811,"ALLSHR,KMIALLSHR",136.89,140.0,150.58,135.0,142.22,5.33,0.0389,405
CFL,830,"ALLSHR,KMIALLSHR",63.0,57.52,63.0,57.51,61.61,-1.39,-0.0221,399
AABS,826,ALLSHR,885.14,895.75,900.0,880.0,881.2,-3.94,-0.0044,331
STML,829,"ALLSHR,KMIALLSHR",47.42,43.21,49.79,43.21,47.42,0.0,0.0,315
JSIL,813,ALLSHR,46.85,43.25,48.88,43.25,46.85,0.0,0.0,305
SFL,829,ALLSHR,1122.1,1125.85,1130.0,1085.1,1091.08,-31.02,-0.0276,262
SHJS,826,ALLSHR,163.52,177.98,179.87,163.01,167.73,4.21,0.0257,262
ASIC,812,ALLSHR,31.32,29.31,34.4,29.31,31.32,0.0,0.0,172
JVDCPS,838,ALLSHR,64.05,61.01,61.01,61.01,64.05,0.0,0.0,165
GEMMEL,824,"ALLSHR,KMIALLSHR",24.73,27.2,27.2,27.2,24.73,0.0,0.0,163
BHAT,829,"ALLSHR,KMIALLSHR",825.0,825.0,825.0,800.0,800.0,-25.0,-0.0303,162
NESTLE,810,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",7614.59,7559.11,7648.95,7559.11,7564.11,-50.48,-0.0066,157
SNAI,830,"ALLSHR,KMIALLSHR",38.81,35.1,39.0,35.1,38.81,0.0,0.0,153
SANSM,826,"ALLSHR,KMIALLSHR",130.98,126.05,139.0,126.05,130.98,0.0,0.0,141
ASLCPS,808,ALLSHR,71.44,64.35,65.01,64.3,70.94,-0.5,-0.007,95
BTL,829,"ALLSHR,KMIALLSHR",1023.65,1031.99,1031.99,975.0,976.16,-47.49,-0.0464,83
SAPT,829,"ALLSHR,KMIALLSHR",1436.85,1550.0,1560.0,1341.51,1426.34,-10.51,-0.0073,82
AKDHL,818,ALLSHR,157.61,155.55,162.5,154.85,157.61,0.0,0.0,75
HPL,823,"ALLSHR,KMIALLSHR",4001.85,3811.0,4190.0,3787.0,4006.66,4.81,0.0012,73
SML,826,"ALLSHR,KMIALLSHR",114.58,119.95,119.95,117.19,114.58,0.0,0.0,72
HAFL,829,"ALLSHR,KMIALLSHR",485.17,452.01,490.0,452.01,483.54,-1.63,-0.0034,64
IGIL,812,ALLSHR,19.34,19.5,19.5,18.73,19.34,0.0,0.0,61
UPFL,810,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",25268.0,25280.01,25500.0,25000.0,25360.0,92.0,0.0036,54
AHTM,829,"ALLSHR,KMIALLSHR",95.08,86.57,99.99,86.57,95.08,0.0,0.0,31
RMPL,810,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",9546.82,9360.0,9546.77,9360.0,9490.35,-56.47,-0.0059,25
FASM,829,"ALLSHR,KMIALLSHR",326.98,325.01,325.01,315.0,326.98,0.0,0.0,24
STJT,831,"ALLSHR,KMIALLSHR",143.16,146.0,146.0,139.0,143.16,0.0,0.0,14
ANLNV,829,ALLSHR,9.4,8.8,9.4,8.8,9.18,-0.22,-0.0234,13
SIEM,803,"ALLSHR,KMIALLSHR",1517.25,1518.0,1518.01,1518.0,1517.25,0.0,0.0,9
PIAHCLB,813,ALLSHR,17801.01,17802.0,18190.0,17022.0,17606.0,-195.01,-0.0109,7
JKSM,830,ALLSHR,210.7,0.0,0.0,0.0,210.7,0.0,0.0,5
EWIC,812,ALLSHR,48.54,52.22,52.22,47.01,48.54,0.0,0.0,4
AGLNCPS,809,ALLSHR,40.0,36.0,36.0,36.0,40.0,0.0,0.0,2
GEMPACRA,818,"ALLSHR,KMIALLSHR",39.62,36.0,36.0,36.0,39.62,0.0,0.0,1
