SYMBOL,SECTOR,LISTED IN,LDCP,OPEN,HIGH,LOW,CURRENT,CHANGE,CHANGE (%),VOLUME
TSMF,806,ALLSHR,12.96,13.5,13.83,12.76,13.0,0.04,0.31%,7301
SARC,805,"ALLSHR,KMIALLSHR",53.78,53.0,59.16,50.1,58.49,4.71,8.76%,6987
NEXT,813,ALLSHR,11.92,12.45,12.45,11.31,12.24,0.32,2.69%,6688
MIRKS,826,ALLSHR,23.61,24.55,24.83,24.0,24.0,0.39,1.65%,6675
BTL,829,"ALLSHR,KMIALLSHR",631.95,695.15,695.15,695.15,695.15,63.2,10.00%,6666
MACTER,823,"ALLSHR,KMIALLSHR",291.01,292.0,296.99,292.0,293.13,2.12,0.73%,6581
KSBP,808,"ALLSHR,KMIALLSHR",190.04,190.0,192.9,187.05,190.03,-0.01,0.00%,6339
LIVEN,823,"ALLSHR,KMIALLSHR",35.0,36.5,36.5,34.55,35.84,0.84,2.40%,6283
AMBL,813,ALLSHR,22.74,22.55,23.8,22.49,23.77,1.03,4.53%,6265
KHTC,832,ALLSHR,279.99,289.99,289.99,280.1,281.87,1.88,0.67%,6191
BCL,808,"ALLSHR,KMIALLSHR",60.62,60.4,60.99,59.5,60.14,-0.48,-0.79%,6153
TCORP,826,"ALLSHR,KMIALLSHR",28.64,29.4,29.49,26.81,28.92,0.28,0.98%,5958
SMCPL,804,"ALLSHR,KMIALLSHR",38.23,40.44,40.44,39.0,39.67,1.44,3.77%,5807
COLG,810,"ALLSHR,KSE100,KSE100PR",1109.69,1112.44,1135.49,1111.12,1124.29,14.6,1.32%,5796
JATM,830,ALLSHR,16.09,17.7,17.7,17.7,17.7,1.61,10.01%,5711
STML,829,"ALLSHR,KMIALLSHR",29.0,31.9,31.9,30.05,30.14,1.14,3.93%,5613
CLVL,833,ALLSHR,13.19,13.2,14.0,12.03,12.88,-0.31,-2.35%,5331
PPP,822,"ALLSHR,KMIALLSHR",102.28,103.0,104.99,96.0,104.88,2.6,2.54%,5276
GAMON,818,ALLSHR,14.63,14.6,15.98,14.01,15.41,0.78,5.33%,5153
RICL,812,ALLSHR,14.8,14.15,16.07,14.15,14.19,-0.61,-4.12%,5119
ANSM,826,ALLSHR,9.44,9.77,10.17,9.5,9.97,0.53,5.61%,5011
GVGL,811,"ALLSHR,KMIALLSHR",49.39,49.4,53.99,49.4,52.91,3.52,7.13%,4844
FPRM,819,"ALLSHR,KMIALLSHR",12.47,12.45,12.45,12.4,12.4,-0.07,-0.56%,4736
KOHE,824,"ALLSHR,KMIALLSHR",13.76,13.8,14.1,13.71,13.94,0.18,1.31%,4387
BERG,805,"ALLSHR,KMIALLSHR",87.51,87.99,88.88,85.01,87.71,0.2,0.23%,4233
OTSU,823,ALLSHR,315.17,318.0,324.95,318.0,318.28,3.11,0.99%,4226
ARPL,805,"ALLSHR,KMIALLSHR",328.58,328.49,343.98,328.49,340.12,11.54,3.51%,3962
JDMT,830,"ALLSHR,KMIALLSHR",69.1,74.5,74.5,68.25,69.07,-0.03,-0.04%,3944
ARUJ,829,ALLSHR,8.42,8.7,8.8,8.7,8.8,0.38,4.51%,3822
ATLH,801,"ALLSHR,KSE100,KSE100PR",1471.98,1500.0,1504.0,1470.0,1480.77,8.79,0.60%,3703
MFFLXR,810,"ALLSHR,KMIALLSHR",152.01,154.98,154.98,152.0,152.08,0.07,0.05%,3677
PGLC,815,"ALLSHR,KSE100,KSE100PR",12.4,12.3,12.8,12.3,12.61,0.21,1.69%,3609
INIL,808,"ACI,ALLSHR,KMIALLSHR,KSE100,KSE100PR",133.07,137.0,137.49,135.0,137.0,3.93,2.95%,3563
EXIDE,802,"ALLSHR,KMIALLSHR",410.26,415.0,430.0,411.0,424.49,14.23,3.47%,3518
ASHT,831,"ALLSHR,KMIALLSHR",15.96,15.15,16.8,14.5,14.8,-1.16,-7.27%,3091
SINDM,819,"ALLSHR,KMIALLSHR",18.88,18.88,19.29,18.85,18.86,-0.02,-0.11%,3061
GADT,830,"ALLSHR,KSE100,KSE100PR",258.93,258.0,264.94,253.0,264.86,5.93,2.29%,2790
AGIL,802,"ALLSHR,KMIALLSHR",131.52,135.0,135.49,132.0,134.7,3.18,2.42%,2737
FFLM,819,"ALLSHR,KMIALLSHR",6.26,6.74,6.74,6.14,6.64,0.38,6.07%,2704
SAIF,830,"ALLSHR,KMIALLSHR",24.78,25.99,26.99,24.0,25.89,1.11,4.48%,2688
OLPM,819,"ALLSHR,KMIALLSHR",22.0,21.1,21.75,20.01,20.86,-1.14,-5.18%,2599
STCL,811,"ALLSHR,KMIALLSHR",9.8,10.1,10.2,9.63,10.11,0.31,3.16%,2545
PIM,819,"ALLSHR,KMIALLSHR",20.53,20.45,22.47,19.02,22.19,1.66,8.09%,2521
NITGETF,837,,33.3,33.45,33.8,33.45,33.8,0.5,1.50%,2500
SANSM,826,"ALLSHR,KMIALLSHR",93.99,103.39,103.39,97.0,103.36,9.37,9.97%,2133
TPLI,812,ALLSHR,22.79,22.99,22.99,21.21,21.78,-1.01,-4.43%,2089
SIEM,803,"ALLSHR,KMIALLSHR",1516.51,1516.12,1522.0,1516.0,1516.79,0.28,0.02%,1917
SZTM,830,"ALLSHR,KMIALLSHR",42.02,44.67,46.22,44.67,46.22,4.2,10.00%,1912
TOWL,829,"ALLSHR,KMIALLSHR",113.9,113.8,113.8,113.0,113.61,-0.29,-0.25%,1847
AATM,830,ALLSHR,33.37,34.89,34.89,34.0,34.71,1.34,4.02%,1839
ELCM,830,"ALLSHR,KMIALLSHR",154.54,159.99,166.9,139.1,157.48,2.94,1.90%,1781
ARCTM,830,"ALLSHR,KMIALLSHR",24.47,26.0,26.87,25.2,26.56,2.09,8.54%,1696
SNAI,830,"ALLSHR,KMIALLSHR",36.0,35.98,35.98,34.0,35.97,-0.03,-0.08%,1617
SPL,805,ALLSHR,35.24,38.49,38.49,35.0,35.92,0.68,1.93%,1564
GATI,827,"ALLSHR,KMIALLSHR",73.89,74.0,77.0,73.1,75.0,1.11,1.50%,1554
REDCO,829,"ALLSHR,KMIALLSHR",22.01,23.49,24.21,22.5,24.0,1.99,9.04%,1546
IBFL,827,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",199.6,199.6,218.99,199.6,218.0,18.4,9.22%,1545
PKGS,822,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",646.82,664.0,689.0,659.0,685.22,38.4,5.94%,1395
BAPL,805,ALLSHR,35.93,36.9,36.9,34.65,35.93,0.0,0.00%,1352
MSCL,808,"ALLSHR,KMIALLSHR",13.43,13.49,13.85,13.49,13.73,0.3,2.23%,1288
HBLTETF,837,,110.3,110.1,110.2,110.1,110.2,-0.1,-0.09%,1200
MUREB,810,"ALLSHR,KSE100,KSE100PR",837.59,830.11,869.6,830.11,845.0,7.41,0.89%,1200
IDRT,830,"ALLSHR,KMIALLSHR",24.13,25.98,25.98,23.55,23.55,-0.58,-2.40%,1148
WAHN,805,"ALLSHR,KMIALLSHR",250.0,250.1,250.1,250.0,250.0,0.0,0.00%,1129
UVIC,812,ALLSHR,21.09,21.01,22.0,19.5,21.95,0.86,4.08%,1029
DYNO,805,"ALLSHR,KMIALLSHR",260.4,254.3,264.5,254.3,260.24,-0.16,-0.06%,966
SHEZ,810,"ALLSHR,KMIALLSHR",202.85,203.5,223.1,203.5,219.58,16.73,8.25%,949
HINO,801,"ALLSHR,KMIALLSHR",291.99,290.32,298.9,290.32,297.4,5.41,1.85%,946
GOC,818,"ALLSHR,KMIALLSHR",90.01,85.0,89.0,83.1,85.0,-5.01,-5.57%,924
SIBL,813,ALLSHR,6.54,7.53,7.53,7.0,7.42,0.88,13.46%,914
PAKT,832,"ALLSHR,KSE100,KSE100PR",1259.02,1275.0,1275.0,1250.55,1274.46,15.44,1.23%,911
ELSM,830,"ALLSHR,KMIALLSHR",118.32,108.01,117.88,106.6,107.48,-10.84,-9.16%,808
PAKOXY,805,"ALLSHR,KMIALLSHR",248.25,259.98,259.98,249.0,258.77,10.52,4.24%,757
SML,826,ALLSHR,115.41,124.93,124.93,113.5,113.56,-1.85,-1.60%,710
IDSM,830,"ALLSHR,KMIALLSHR",17.63,19.01,19.01,16.42,17.41,-0.22,-1.25%,706
CFL,830,"ALLSHR,KMIALLSHR",46.43,51.06,51.07,51.06,51.07,4.64,9.99%,702
LPGL,805,"ALLSHR,KMIALLSHR",70.09,71.0,74.98,71.0,72.47,2.38,3.40%,636
SASML,826,ALLSHR,222.6,244.0,244.0,244.0,222.6,0.0,0.00%,625
DWTM,830,ALLSHR,7.95,7.4,8.29,7.4,8.12,0.17,2.14%,619
KPUS,826,"ALLSHR,KMIALLSHR",125.66,138.0,138.23,117.01,138.15,12.49,9.94%,613
JKSM,830,"ALLSHR,KMIALLSHR",140.03,154.0,154.03,153.5,153.58,13.55,9.68%,597
STL,828,"ALLSHR,KMIALLSHR",1299.98,1299.97,1299.98,1261.5,1263.84,-36.14,-2.78%,583
RUPL,827,"ALLSHR,KMIALLSHR",27.66,29.99,29.99,25.25,29.82,2.16,7.81%,529
HRPL,826,"ALLSHR,KMIALLSHR",17.5,17.5,17.68,17.31,17.64,0.14,0.80%,514
GRYL,815,ALLSHR,18.6,19.87,19.87,18.03,19.77,1.17,6.29%,510
ZTL,831,"ALLSHR,KMIALLSHR",11.34,11.99,12.0,11.66,11.82,0.48,4.23%,502
GEMBCEM,819,"ALLSHR,KMIALLSHR",10.7,10.7,10.7,10.7,10.7,0.0,0.00%,500
ZIL,810,"ALLSHR,KMIALLSHR",340.04,349.95,374.0,340.05,373.19,33.15,9.75%,489
DWAE,802,ALLSHR,19.37,19.37,19.79,18.2,19.37,0.0,0.00%,450
POML,834,"ALLSHR,KMIALLSHR",123.29,124.1,128.0,123.51,125.0,1.71,1.39%,438
JLICL,812,ALLSHR,161.48,162.0,162.0,160.0,161.52,0.04,0.03%,429
NONS,826,ALLSHR,76.5,79.47,79.47,78.0,78.0,1.5,1.96%,429
ARPAK,818,ALLSHR,53.75,58.99,58.99,52.0,53.75,0.0,0.00%,407
NSRM,827,"ALLSHR,KMIALLSHR",101.58,92.02,111.74,92.02,111.74,10.16,10.00%,379
TSML,826,ALLSHR,231.0,240.0,240.0,210.0,215.15,-15.85,-6.86%,365
DIIL,818,"ALLSHR,KMIALLSHR",60.16,54.18,60.16,54.18,60.16,0.0,0.00%,356
MCBIM,813,ALLSHR,184.97,180.01,183.99,180.0,180.15,-4.82,-2.61%,345
BNWM,835,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",52.36,57.57,57.57,50.0,52.36,0.0,0.00%,330
PASM,829,ALLSHR,4.65,4.61,4.88,4.61,4.65,0.0,0.00%,320
AHTM,829,"ALLSHR,KMIALLSHR",62.56,62.6,65.05,62.6,62.56,0.0,0.00%,308
SHJS,826,ALLSHR,137.21,137.21,149.98,137.21,149.98,12.77,9.31%,300
PSEL,818,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",854.81,879.98,885.0,854.85,858.52,3.71,0.43%,283
EWIC,812,ALLSHR,50.05,55.06,55.06,54.0,50.05,0.0,0.00%,263
SRVI,816,"ALLSHR,KSE100,KSE100PR",1501.12,1500.0,1549.88,1480.05,1503.71,2.59,0.17%,252
AKDHL,818,"ALLSHR,KMIALLSHR",132.4,134.94,143.75,134.94,142.14,9.74,7.36%,232
FCIBL,813,ALLSHR,18.8,20.68,20.68,20.68,20.66,1.86,9.89%,229
HWQS,826,ALLSHR,18.3,18.3,18.3,18.3,18.3,0.0,0.00%,210
JVDCPS,838,ALLSHR,60.58,64.99,64.99,54.57,60.58,0.0,0.00%,203
NCML,830,ALLSHR,15.24,15.75,15.75,15.25,15.24,0.0,0.00%,191
FZCM,829,"ALLSHR,KMIALLSHR",196.98,202.29,202.34,200.0,201.42,4.44,2.25%,191
CHAS,826,ALLSHR,63.85,61.01,66.5,61.01,63.85,0.0,0.00%,185
JDWS,826,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",850.93,883.97,899.96,850.06,879.77,28.84,3.39%,182
BATA,816,"ALLSHR,KMIALLSHR",990.01,1012.85,1014.0,990.18,1011.72,21.71,2.19%,180
UBDL,818,"ALLSHR,KMIALLSHR",22.69,24.93,24.93,22.35,22.69,0.0,0.00%,152
PECO,808,ALLSHR,597.5,596.99,619.9,595.0,597.48,-0.02,0.00%,144
MEHT,829,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",235.51,236.05,249.99,236.05,244.84,9.33,3.96%,131
FEM,819,"ALLSHR,KMIALLSHR",7.72,8.14,8.14,8.14,7.72,0.0,0.00%,109
ANTM,829,"ALLSHR,KMIALLSHR",25.47,25.0,27.0,25.0,25.47,0.0,0.00%,105
STJT,831,"ALLSHR,KMIALLSHR",94.81,99.49,99.49,88.01,94.81,0.0,0.00%,105
ALIFE,812,ALLSHR,36.14,33.66,36.0,33.66,36.14,0.0,0.00%,102
GEMPACRA,818,"ALLSHR,KMIALLSHR",30.0,33.0,33.0,33.0,30.0,0.0,0.00%,100
SCL,810,"ALLSHR,KMIALLSHR",850.28,855.0,920.0,855.0,899.0,48.72,5.73%,97
REWM,829,"ALLSHR,KMIALLSHR",179.67,196.0,196.0,170.1,179.67,0.0,0.00%,96
AABS,826,"ALLSHR,KMIALLSHR",870.17,889.0,890.0,850.12,870.62,0.45,0.05%,81
HPL,823,"ALLSHR,KMIALLSHR",3981.26,3997.99,3998.0,3975.0,3991.43,10.17,0.26%,80
DMC,830,"ALLSHR,KMIALLSHR",128.05,140.79,140.79,118.04,128.05,0.0,0.00%,76
FSWL,829,ALLSHR,95.25,86.01,98.47,86.01,95.25,0.0,0.00%,75
KCL,811,"ALLSHR,KMIALLSHR",143.68,131.0,154.11,129.31,143.68,0.0,0.00%,70
SHCM,830,"ALLSHR,KMIALLSHR",35.66,37.89,37.89,33.3,35.66,0.0,0.00%,70
NESTLE,810,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",7892.0,7820.01,7919.0,7800.0,7899.0,7.0,0.09%,70
ADAMS,826,"ALLSHR,KMIALLSHR",77.78,77.95,77.95,72.61,77.78,0.0,0.00%,67
SFL,829,ALLSHR,1051.36,1054.95,1113.0,1050.02,1095.64,44.28,4.21%,64
DINT,830,"ALLSHR,KMIALLSHR",45.95,46.0,48.99,46.0,45.95,0.0,0.00%,63
ASIC,812,ALLSHR,23.84,21.6,26.21,21.6,23.84,0.0,0.00%,62
ISIL,810,"ALLSHR,KMIALLSHR",1879.97,1855.0,1966.66,1853.0,1919.7,39.73,2.11%,59
TICL,826,"ALLSHR,KMIALLSHR",636.18,636.19,648.98,625.02,636.18,0.0,0.00%,51
AWTX,830,"ALLSHR,KMIALLSHR",1409.56,1400.0,1400.0,1400.0,1400.0,-9.56,-0.68%,50
MUGHALC,808,ALLSHR,48.0,48.0,48.0,48.0,48.0,0.0,0.00%,50
RMPL,810,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",9000.0,8999.98,8999.99,8975.0,8989.17,-10.83,-0.12%,45
BUXL,805,"ALLSHR,KMIALLSHR",159.75,162.98,163.0,151.01,159.75,0.0,0.00%,40
UPFL,810,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",24452.0,24710.0,24713.99,24400.0,24707.0,255.0,1.04%,31
FIL,816,ALLSHR,172.07,154.88,169.96,154.86,172.07,0.0,0.00%,23
ALNRS,826,"ALLSHR,KMIALLSHR",122.0,122.2,122.2,121.0,122.0,0.0,0.00%,22
PRET,830,ALLSHR,456.86,412.03,412.03,412.0,456.86,0.0,0.00%,22
PPVC,805,ALLSHR,14.01,15.35,15.35,15.3,14.01,0.0,0.00%,20
CASH,813,ALLSHR,55.85,51.52,55.0,51.52,55.85,0.0,0.00%,16
SSML,830,ALLSHR,22.72,21.9,24.4,21.9,22.72,0.0,0.00%,16
EPCLPS,805,ALLSHR,11.25,10.33,10.33,10.33,11.25,0.0,0.00%,14
TPLL,812,ALLSHR,18.34,19.9,19.9,17.05,18.34,0.0,0.00%,12
KSTM,830,ALLSHR,8.5,8.74,8.74,8.5,8.5,0.0,0.00%,11
LSEFSL,813,ALLSHR,13.01,13.0,13.97,13.0,13.01,0.0,0.00%,11
KHYT,829,"ALLSHR,KMIALLSHR",1339.8,1329.99,1329.99,1329.99,1339.04,-0.76,-0.06%,10
ASLPS,808,ALLSHR,17.0,16.5,16.5,16.5,17.0,0.0,0.00%,9
IGIL,812,ALLSHR,19.2,18.0,20.49,18.0,19.2,0.0,0.00%,8
PAKL,816,ALLSHR,34.15,36.0,36.0,36.0,34.15,0.0,0.00%,7
SHNI,812,ALLSHR,8.31,9.28,9.28,8.85,8.31,0.0,0.00%,7
GUSM,830,ALLSHR,5.82,6.65,6.65,5.86,5.82,0.0,0.00%,5
INKL,829,ALLSHR,81.32,79.85,79.85,73.22,81.32,0.0,0.00%,4
PRWM,831,ALLSHR,42.5,46.49,46.49,46.49,42.5,0.0,0.00%,3
SAPT,829,"ALLSHR,KMIALLSHR",1280.55,1260.0,1300.0,1260.0,1280.55,0.0,0.00%,3
DAAG,805,"ALLSHR,KMIALLSHR",57.19,61.68,61.68,61.67,57.19,0.0,0.00%,2
JSGCL,813,ALLSHR,140.09,140.09,140.09,140.09,140.09,0.0,0.00%,2
OML,818,"ALLSHR,KMIALLSHR",30.34,31.35,31.35,31.0,30.34,0.0,0.00%,2
AGLNCPS,809,ALLSHR,38.2,34.38,34.38,34.38,38.2,0.0,0.00%,1
DADX,808,"ALLSHR,KMIALLSHR",54.95,58.7,58.7,58.7,54.95,0.0,0.00%,1
PIAHCLB,813,ALLSHR,16200.0,16210.0,16210.0,16210.0,16200.0,0.0,0.00%,1
QUET,829,ALLSHR,17.7,18.2,18.2,18.2,17.7,0.0,0.00%,1
SUTM,830,ALLSHR,97.44,97.93,97.93,97.93,97.44,0.0,0.00%,1
POWERPS,804,ALLSHR,17.46,19.21,19.21,19.21,17.5,0.04,0.23%,1
