SYMBOL,SECTOR,LISTED IN,LDCP,OPEN,HIGH,LOW,CURRENT,CHANGE,CHANGE (%),VOLUME
TSPL,824,ALLSHR,9.0,9.1,9.1,8.22,8.45,-0.55,-6.11%,9104
GEMPACRA,818,"ALLSHR,KMIALLSHR",28.01,30.79,30.81,30.7,30.8,2.79,9.96%,9000
INDU,801,"ALLSHR,KSE100,KSE100PR",1838.04,1835.0,1846.0,1780.63,1794.02,-44.02,-2.39%,8803
IBFL,827,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",233.01,216.0,229.99,209.71,209.79,-23.22,-9.96%,8781
UBDL,818,"ALLSHR,KMIALLSHR",23.01,23.8,23.8,22.14,22.5,-0.51,-2.22%,8760
MACTER,823,"ALLSHR,KMIALLSHR",296.01,296.71,298.95,291.0,291.62,-4.39,-1.48%,8682
OTSU,823,ALLSHR,320.01,311.75,315.0,306.35,310.0,-10.01,-3.13%,8664
PAKT,832,"ALLSHR,KSE100,KSE100PR",1314.61,1319.0,1325.0,1290.0,1297.38,-17.23,-1.31%,8661
IGIL,812,ALLSHR,20.96,21.3,22.39,21.3,21.88,0.92,4.39%,8614
PAKD,828,"ALLSHR,KMIALLSHR",115.96,115.96,118.9,112.0,113.37,-2.59,-2.23%,8365
SSML,830,ALLSHR,22.72,20.64,22.5,20.45,20.7,-2.02,-8.89%,8197
SPL,805,ALLSHR,36.1,34.77,37.0,34.77,36.59,0.49,1.36%,8181
BWHL,802,"ALLSHR,KMIALLSHR",176.98,175.01,177.99,174.0,175.73,-1.25,-0.71%,7857
PECO,808,ALLSHR,538.56,538.56,550.0,538.56,538.56,0.0,0.00%,7043
DLL,813,ALLSHR,569.13,574.0,574.0,559.0,561.26,-7.87,-1.38%,7026
QUET,829,ALLSHR,18.49,18.0,18.5,17.01,18.37,-0.12,-0.65%,7004
AMBL,813,ALLSHR,23.53,23.54,23.99,22.6,23.6,0.07,0.30%,6799
UDPL,818,"ALLSHR,KMIALLSHR",115.99,116.99,116.99,110.01,111.24,-4.75,-4.09%,6757
BPL,821,"ALLSHR,KMIALLSHR",23.85,23.85,24.46,23.85,23.86,0.01,0.04%,6754
STCL,811,"ALLSHR,KMIALLSHR",10.7,10.7,10.7,10.22,10.28,-0.42,-3.92%,6659
INKL,829,ALLSHR,81.32,73.21,86.0,73.19,77.56,-3.76,-4.62%,6623
KOHTM,830,"ALLSHR,KMIALLSHR",48.55,49.7,49.7,46.03,48.58,0.03,0.06%,6551
COLG,810,"ALLSHR,KSE100,KSE100PR",1074.08,1079.0,1079.0,1050.55,1063.83,-10.25,-0.95%,6530
PIM,819,"ALLSHR,KMIALLSHR",24.78,25.19,25.19,22.3,22.3,-2.48,-10.01%,6510
EPCLPS,805,ALLSHR,12.1,12.2,12.25,12.2,12.25,0.15,1.24%,6505
PIL,812,ALLSHR,3.9,3.9,3.99,3.74,3.87,-0.03,-0.77%,6386
IDRT,830,"ALLSHR,KMIALLSHR",23.83,24.0,26.2,22.5,25.75,1.92,8.06%,6364
BUXL,805,"ALLSHR,KMIALLSHR",157.18,161.0,172.0,153.02,157.18,0.0,0.00%,6237
FFLM,819,"ALLSHR,KMIALLSHR",7.0,7.4,7.4,6.51,7.0,0.0,0.00%,6217
FEM,819,"ALLSHR,KMIALLSHR",8.5,8.6,8.6,8.2,8.41,-0.09,-1.06%,6019
ADMM,829,ALLSHR,48.0,48.89,48.89,46.0,46.12,-1.88,-3.92%,6006
HINO,801,"ALLSHR,KMIALLSHR",311.79,317.0,317.0,300.0,300.0,-11.79,-3.78%,5974
SMCPL,804,"ALLSHR,KMIALLSHR",39.02,40.95,40.95,37.6,40.77,1.75,4.49%,5945
ATBA,802,"ALLSHR,KMIALLSHR",195.86,192.61,197.49,192.0,193.27,-2.59,-1.32%,5897
WAHN,805,"ALLSHR,KMIALLSHR",260.44,259.01,262.0,245.0,259.72,-0.72,-0.28%,5814
BERG,805,"ALLSHR,KMIALLSHR",90.16,90.0,90.1,86.66,87.97,-2.19,-2.43%,5580
SUTM,830,ALLSHR,95.55,87.03,97.95,87.03,97.75,2.2,2.30%,5513
HICL,812,ALLSHR,11.64,10.8,11.98,10.8,11.59,-0.05,-0.43%,5510
HAEL,829,"ALLSHR,KMIALLSHR",18.32,16.8,19.8,16.8,18.26,-0.06,-0.33%,5331
RICL,812,ALLSHR,16.0,15.0,16.24,15.0,15.9,-0.1,-0.62%,5232
ARPL,805,"ALLSHR,KMIALLSHR",349.79,349.83,349.96,337.0,338.49,-11.3,-3.23%,4982
NEXT,813,ALLSHR,12.24,12.75,12.75,11.75,11.96,-0.28,-2.29%,4910
EXIDE,802,"ALLSHR,KMIALLSHR",446.51,449.9,450.0,428.0,436.45,-10.06,-2.25%,4763
FTMM,819,"ALLSHR,KMIALLSHR",12.47,12.03,12.5,12.01,12.5,0.03,0.24%,4736
AGTL,801,"ALLSHR,KMIALLSHR",321.09,324.99,325.99,321.0,321.07,-0.02,-0.01%,4670
SAIF,830,"ALLSHR,KMIALLSHR",25.88,26.0,26.0,25.0,25.0,-0.88,-3.40%,4594
TOWL,829,"ALLSHR,KMIALLSHR",114.5,113.51,115.0,111.12,111.51,-2.99,-2.61%,4524
PKGS,822,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",690.51,690.0,749.48,670.0,709.12,18.61,2.70%,4310
SRVI,816,"ALLSHR,KSE100,KSE100PR",1470.74,1475.0,1500.0,1390.0,1395.58,-75.16,-5.11%,4214
CENI,812,ALLSHR,59.62,60.5,60.5,58.0,58.02,-1.6,-2.68%,4137
ASTM,830,ALLSHR,14.53,14.5,14.8,14.1,14.1,-0.43,-2.96%,3814
EFUG,812,ALLSHR,120.02,124.4,124.4,118.0,118.21,-1.81,-1.51%,3691
RUBY,830,ALLSHR,12.22,11.14,13.2,11.1,11.53,-0.69,-5.65%,3598
KPUS,826,"ALLSHR,KMIALLSHR",152.37,167.61,167.61,167.61,167.61,15.24,10.00%,3595
MUREB,810,"ALLSHR,KSE100,KSE100PR",869.01,851.02,884.74,840.0,840.02,-28.99,-3.34%,3544
FASM,829,ALLSHR,366.53,395.0,395.0,340.0,364.0,-2.53,-0.69%,3523
LEUL,816,"ALLSHR,KMIALLSHR",31.43,28.51,31.95,28.51,28.52,-2.91,-9.26%,3412
MFFL,810,"ALLSHR,KMIALLSHR",166.4,166.45,166.45,161.01,161.93,-4.47,-2.69%,3196
SHNI,812,ALLSHR,9.0,9.8,9.8,8.81,9.5,0.5,5.56%,3025
ADAMS,826,"ALLSHR,KMIALLSHR",77.78,74.8,77.75,74.2,77.78,0.0,0.00%,3023
OML,818,"ALLSHR,KMIALLSHR",29.07,30.0,31.94,30.0,31.8,2.73,9.39%,2907
SZTM,830,"ALLSHR,KMIALLSHR",45.88,49.99,49.99,45.0,49.62,3.74,8.15%,2668
PKGP,824,"ALLSHR,KSE100,KSE100PR",47.29,48.0,49.0,46.0,46.21,-1.08,-2.28%,2664
MFFLR1,810,ALLSHR,3.01,4.01,4.01,4.01,4.01,1.0,33.22%,2515
DADX,808,"ALLSHR,KMIALLSHR",52.1,54.5,54.54,54.5,54.53,2.43,4.66%,2502
SML,826,ALLSHR,134.41,128.7,140.0,125.01,136.73,2.32,1.73%,2492
SHEZ,810,"ALLSHR,KMIALLSHR",231.17,231.17,233.9,216.55,221.37,-9.8,-4.24%,2401
EFUL,812,ALLSHR,145.09,149.01,149.01,142.5,143.48,-1.61,-1.11%,2361
NONS,826,ALLSHR,78.01,77.26,79.58,76.11,76.11,-1.9,-2.44%,2286
SHFA,818,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",470.98,470.98,470.98,451.51,466.24,-4.74,-1.01%,2088
CCM,830,"ALLSHR,KMIALLSHR",40.0,42.99,42.99,36.21,36.44,-3.56,-8.90%,1814
SARC,805,"ALLSHR,KMIALLSHR",69.54,72.0,72.0,65.0,69.27,-0.27,-0.39%,1687
PAKOXY,805,"ALLSHR,KMIALLSHR",256.31,255.0,260.0,248.0,249.5,-6.81,-2.66%,1670
DWAE,802,ALLSHR,19.71,20.99,20.99,18.14,19.55,-0.16,-0.81%,1654
ANSM,826,ALLSHR,9.92,9.92,10.0,9.6,9.92,0.0,0.00%,1633
SURC,829,"ALLSHR,KMIALLSHR",106.11,107.0,107.0,100.0,100.12,-5.99,-5.64%,1260
ELSM,830,"ALLSHR,KMIALLSHR",108.0,108.0,112.0,105.5,105.5,-2.5,-2.31%,1185
SIEM,803,"ALLSHR,KMIALLSHR",1516.04,1516.25,1534.99,1516.25,1526.78,10.74,0.71%,1166
BOK,807,ALLSHR,33.86,33.0,33.84,32.51,32.68,-1.18,-3.48%,1145
ARPAK,818,ALLSHR,53.75,52.0,52.0,51.0,51.17,-2.58,-4.80%,1100
UVIC,812,ALLSHR,22.47,22.3,22.3,21.0,21.0,-1.47,-6.54%,1048
GEMMEL,824,"ALLSHR,KMIALLSHR",26.24,24.0,24.0,24.0,24.0,-2.24,-8.54%,985
ZIL,810,"ALLSHR,KMIALLSHR",363.9,378.95,378.95,331.03,341.03,-22.87,-6.28%,955
GRYL,815,ALLSHR,20.03,20.49,22.0,19.51,21.41,1.38,6.89%,955
HPL,823,"ALLSHR,KMIALLSHR",4251.33,4251.1,4251.1,3960.0,4216.81,-34.52,-0.81%,864
LPGL,805,"ALLSHR,KMIALLSHR",75.1,74.99,75.0,72.31,74.12,-0.98,-1.31%,852
REDCO,829,"ALLSHR,KMIALLSHR",26.06,26.0,26.0,23.6,24.22,-1.84,-7.06%,845
BTL,829,"ALLSHR,KMIALLSHR",850.99,850.89,850.89,809.32,809.32,-41.67,-4.90%,839
ALIFE,812,ALLSHR,35.0,31.8,38.5,31.8,38.1,3.1,8.86%,810
AATM,830,ALLSHR,35.71,37.69,37.69,34.59,36.4,0.69,1.93%,807
FECM,819,"ALLSHR,KMIALLSHR",16.65,17.2,17.2,15.5,16.65,0.0,0.00%,797
BATA,816,"ALLSHR,KMIALLSHR",1022.99,1030.0,1034.99,1000.0,1000.74,-22.25,-2.17%,786
SHCM,830,"ALLSHR,KMIALLSHR",38.68,39.3,39.3,35.05,35.12,-3.56,-9.20%,763
JKSM,830,"ALLSHR,KMIALLSHR",178.17,188.89,188.89,167.01,172.21,-5.96,-3.34%,761
MUGHALC,808,ALLSHR,46.12,48.0,50.46,48.0,50.2,4.08,8.85%,750
ASHT,831,"ALLSHR,KMIALLSHR",16.2,17.79,17.82,15.1,16.72,0.52,3.21%,662
MCBIM,813,ALLSHR,188.68,194.97,194.97,182.0,182.01,-6.67,-3.53%,656
PSYL,827,"ALLSHR,KMIALLSHR",60.0,63.0,64.0,60.01,63.65,3.65,6.08%,652
PMRS,826,ALLSHR,404.33,410.01,425.0,404.33,407.93,3.6,0.89%,623
HUSI,838,ALLSHR,27.98,29.0,29.7,29.0,29.11,1.13,4.04%,592
ELCM,830,"ALLSHR,KMIALLSHR",157.48,158.0,158.0,151.02,151.98,-5.5,-3.49%,511
POWERPS,804,ALLSHR,17.66,19.43,19.43,19.43,19.43,1.77,10.02%,505
NESTLE,810,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",7700.0,7725.0,7799.95,7650.0,7748.0,48.0,0.62%,484
AHTM,829,"ALLSHR,KMIALLSHR",67.42,71.99,74.16,69.0,72.29,4.87,7.22%,472
GADT,830,"ALLSHR,KSE100,KSE100PR",274.29,280.0,280.0,256.03,260.68,-13.61,-4.96%,459
CJPL,814,ALLSHR,12.97,12.62,12.85,12.27,12.97,0.0,0.00%,449
POML,834,"ALLSHR,KMIALLSHR",125.0,131.5,131.5,117.05,124.41,-0.59,-0.47%,410
NAGC,830,ALLSHR,57.25,55.0,55.0,55.0,57.25,0.0,0.00%,400
ZAHID,829,"ALLSHR,KMIALLSHR",40.22,40.21,40.21,38.1,40.22,0.0,0.00%,344
JDWS,826,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",866.06,840.12,875.0,840.01,863.74,-2.32,-0.27%,329
CFL,830,"ALLSHR,KMIALLSHR",51.07,46.21,54.0,46.2,51.07,0.0,0.00%,328
SIBL,813,ALLSHR,7.76,7.76,7.99,6.88,7.76,0.0,0.00%,318
SANSM,826,"ALLSHR,KMIALLSHR",105.28,98.0,105.0,98.0,105.28,0.0,0.00%,316
REWM,829,"ALLSHR,KMIALLSHR",179.67,180.0,190.0,178.87,190.0,10.33,5.75%,314
ANLNV,829,ALLSHR,7.52,6.52,7.98,6.52,7.52,0.0,0.00%,300
JSGCL,813,ALLSHR,140.03,142.0,142.0,142.0,142.0,1.97,1.41%,300
TICL,826,"ALLSHR,KMIALLSHR",627.97,684.94,684.94,650.01,669.96,41.99,6.69%,287
PPP,822,"ALLSHR,KMIALLSHR",104.33,104.35,104.5,102.0,104.33,0.0,0.00%,269
JVDCPS,838,ALLSHR,60.58,63.75,63.75,54.52,60.58,0.0,0.00%,261
LSEFSL,813,ALLSHR,12.92,13.65,13.65,12.5,12.92,0.0,0.00%,254
ANTM,829,"ALLSHR,KMIALLSHR",25.15,26.9,26.9,23.0,25.15,0.0,0.00%,240
AKDHL,818,"ALLSHR,KMIALLSHR",148.76,156.0,156.0,146.0,150.58,1.82,1.22%,238
SASML,826,ALLSHR,222.6,225.0,230.0,200.35,210.25,-12.35,-5.55%,236
STL,828,"ALLSHR,KMIALLSHR",139.1,153.01,153.01,153.01,153.01,13.91,10.00%,221
DAAG,805,"ALLSHR,KMIALLSHR",62.49,62.49,62.49,58.25,62.49,0.0,0.00%,218
FRCL,811,"ALLSHR,KMIALLSHR",63.56,68.0,68.0,67.9,63.56,0.0,0.00%,200
RCML,830,"ALLSHR,KMIALLSHR",406.3,406.3,420.0,371.0,375.71,-30.59,-7.53%,162
SCL,810,"ALLSHR,KMIALLSHR",941.61,941.6,941.6,900.0,901.45,-40.16,-4.26%,151
PSEL,818,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",847.03,847.06,864.9,832.59,839.43,-7.6,-0.90%,148
TPLL,812,ALLSHR,17.07,18.78,18.78,18.0,17.07,0.0,0.00%,148
NSRM,827,"ALLSHR,KMIALLSHR",131.9,143.99,143.99,132.0,131.9,0.0,0.00%,121
BRRG,838,"ALLSHR,KMIALLSHR",38.64,39.79,39.79,38.69,38.64,0.0,0.00%,110
ARCTM,830,"ALLSHR,KMIALLSHR",31.63,29.0,31.5,29.0,31.63,0.0,0.00%,109
BAFS,826,ALLSHR,208.99,208.99,224.9,188.9,208.99,0.0,0.00%,109
ZTL,831,"ALLSHR,KMIALLSHR",11.8,11.8,11.8,11.21,11.8,0.0,0.00%,100
SLYT,830,ALLSHR,12.5,11.65,11.65,11.65,12.5,0.0,0.00%,99
KHYT,829,"ALLSHR,KMIALLSHR",1321.0,1321.0,1400.0,1188.91,1250.21,-70.79,-5.36%,88
MEHT,829,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",248.21,269.0,269.0,230.0,248.21,0.0,0.00%,87
AABS,826,"ALLSHR,KMIALLSHR",877.55,851.01,876.38,850.0,875.06,-2.49,-0.28%,83
RMPL,810,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",8975.84,8910.22,8979.9,8900.1,8923.4,-52.44,-0.58%,77
SITC,805,"ALLSHR,KMIALLSHR",778.29,770.0,770.02,768.0,769.91,-8.38,-1.08%,75
FIL,816,ALLSHR,172.07,155.56,175.0,154.86,171.05,-1.02,-0.59%,66
FRSM,826,"ALLSHR,KMIALLSHR",45.61,47.19,47.19,46.0,45.61,0.0,0.00%,61
STML,829,"ALLSHR,KMIALLSHR",26.0,26.49,26.49,25.85,26.0,0.0,0.00%,61
RUPL,827,"ALLSHR,KMIALLSHR",31.63,29.01,30.99,29.01,31.63,0.0,0.00%,59
SHSML,826,"ALLSHR,KMIALLSHR",370.0,360.0,393.89,360.0,370.0,0.0,0.00%,59
KCL,811,"ALLSHR,KMIALLSHR",133.0,133.0,133.0,132.98,133.0,0.0,0.00%,50
GVGL,811,"ALLSHR,KMIALLSHR",51.99,52.0,52.0,51.9,51.99,0.0,0.00%,47
IDSM,830,"ALLSHR,KMIALLSHR",19.49,19.48,19.48,18.9,19.49,0.0,0.00%,44
HAFL,829,"ALLSHR,KMIALLSHR",448.59,485.0,493.45,450.0,448.59,0.0,0.00%,34
FIMM,819,"ALLSHR,KMIALLSHR",192.66,192.0,192.0,192.0,192.66,0.0,0.00%,30
DINT,830,"ALLSHR,KMIALLSHR",45.95,45.95,45.95,45.95,45.95,0.0,0.00%,18
DIIL,818,"ALLSHR,KMIALLSHR",60.16,60.16,60.16,56.0,60.16,0.0,0.00%,17
UPFL,810,"ALLSHR,KMIALLSHR,KSE100,KSE100PR",25002.33,24506.0,24999.0,24506.0,24993.0,-9.33,-0.04%,16
ASLCPS,808,ALLSHR,63.27,69.6,69.6,69.6,63.27,0.0,0.00%,13
STJT,831,"ALLSHR,KMIALLSHR",96.0,90.0,96.0,90.0,96.0,0.0,0.00%,12
SNAI,830,"ALLSHR,KMIALLSHR",35.97,36.47,36.47,33.01,35.97,0.0,0.00%,11
CASH,813,ALLSHR,50.3,49.0,49.0,49.0,50.3,0.0,0.00%,10
SUHJ,814,ALLSHR,85.69,85.69,85.69,85.69,85.69,0.0,0.00%,10
ASIC,812,ALLSHR,28.38,31.22,31.22,31.22,28.38,0.0,0.00%,9
SAPT,829,"ALLSHR,KMIALLSHR",1340.47,1265.0,1309.99,1265.0,1340.47,0.0,0.00%,8
DMC,830,"ALLSHR,KMIALLSHR",128.05,0.0,0.0,0.0,128.05,0.0,0.00%,7
TSML,826,ALLSHR,210.2,212.0,212.0,210.0,210.2,0.0,0.00%,6
AKGL,818,"ALLSHR,KMIALLSHR",55.55,0.0,0.0,0.0,55.55,0.0,0.00%,5
EWIC,812,ALLSHR,45.32,49.85,49.85,49.85,45.32,0.0,0.00%,5
SFL,829,ALLSHR,1077.9,1040.53,1040.53,1040.0,1077.9,0.0,0.00%,3
KSTM,830,ALLSHR,8.5,8.7,8.7,8.6,8.5,0.0,0.00%,2
ALNRS,826,"ALLSHR,KMIALLSHR",120.39,120.5,120.5,120.5,120.39,0.0,0.00%,1
PIAHCLB,813,ALLSHR,16204.78,16205.0,16205.0,16205.0,16204.78,0.0,0.00%,1
PRWM,831,ALLSHR,40.89,44.95,44.95,44.95,40.89,0.0,0.00%,1
